# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
K00059	48.831496924	53.6473833821	32.8691021796	54.4515598002	87.9763991642	75.5405074372	25.478603644	126.6194837167	92.4190660487	39.997615022699996	108.853266621	70.1771781845	220.6848554253	43.7640793959	83.343531428	52.2916333425	74.8033683943	35.3461489941	50.940717842299996	66.5487548771	56.674638347	47.9297241484	57.1872211271	47.6743927467	72.3470256689	127.541124127	65.41852401759999	108.6155672303	52.1448042285	53.0064875835	36.722894256400004	44.4782863906	67.52217623439999	74.1479504596	24.7504233762	51.7736187797	72.4195846104	94.6967152026	95.0921669112	116.9224478962
K00060	9.356621434600001	0.28636116349999996	1.6021276667	5.6370941767	16.417921364	11.1330763854	11.1148647895	10.099174369	0.4964894447	0.9405059138	1.5765723026	3.2272609359	77.09000991180001	0	0.8972023273	1.4318165145	2.4521443961	1.1230632658	0	10.827116967799999	1.3692902768	21.6378383232	18.4988588086	3.1174766242	2.8546501749	3.2259205599	2.0779658931	7.5090997586	11.2020641868	0	0.5795074728	0.24362658329999998	1.882904522	0.5249209072	2.5998808547	0.1102798159	10.894272458	6.6622773752	1.8727466561	0.5220848252
K00065	1.3762671036	0.2515999567	1.3287618164	5.0548454792	13.3794945946	8.8758238611	0.28394635	3.3411094384	0.4089675029	0.373746808	1.847405208	1.2662544995	77.7917783201	0.4882997672	1.2235499517	1.5832398735	1.0855715599	0.4806989893	0.0657446065	0.9463553439	1.2675888399	18.3804934772	1.0210025884	1.8900094416	2.7288107616	1.2107052127	1.68393962	5.4451184564	10.1146184247	0	0.998344485	0.1826592997	1.8856689821	0.2841606848	1.8320262915	0	9.779737773799999	4.4137263854	1.8678219033	0.5714914581999999
K00067	18.1819775281	10.5757029726	10.0661146598	10.652444688500001	23.7437794651	15.854403936299999	18.0239507579	37.5807816137	41.8377466209	22.2370633614	12.5598575685	23.605907416	20.1797123397	13.440439678	30.2607702351	39.3083570538	29.258401676800002	4.3046901841	13.8701334596	17.7372586858	15.302929646099999	4.5088059828	42.6203085029	16.6243893126	14.2335253487	10.7907924676	18.6287213345	30.660035032699998	24.331231673399998	8.208730317599999	22.4388003829	8.8122351636	16.376202343	8.4009823028	10.034471569	7.2125243785	20.4408329245	10.956654798	19.4520352799	23.517183824900002
K00068	5.0666256972	2.3251622117	6.5551055712	7.5058015426	15.1747354173	9.0420538148	5.5720296906	16.026829306	3.9575111835	7.0917590879	4.251548712	2.9678331179	71.7360961621	27.947404269099998	10.830377333400001	5.178788347699999	4.7944180806	4.5454194531	5.7874030956	2.6469362675	5.3020410028	12.3505522068	10.5238275569	3.9505642211	9.0280986457	3.2110383952	2.8061521804	9.0402197018	12.3014405169	2.930925529	6.327017131600001	6.3697520674	1.9288551858999998	2.2947019429	13.7022259054	5.8054389744	24.4470210719	6.5733064848	3.2448971476	3.9408974349
K00073	1.1720624482	0.0615174917	1.1903061132	4.8129657151	1.1566907613	4.2456447572	0.0364155284	3.5488345674	0.2782431513	0.41956294	2.0022576565	0.7640426323	78.2229504679	0	0.769028443	1.551393645	0.0851592056	0.6825308624	0.1789685396	0.4240509162	1.0845466752	4.1277212714000004	0.82228938	0.7953882543	2.3674261217	1.4372314857	2.0916626416	6.7699652109	8.0408662094	0	4.2450667884	1.6814347605	0.1832749463	0.3649561088	1.8129869707	0	9.3817368591	3.6649970791	1.3439140723	0.1524534046
K00074	48.4436651098	60.659633931	133.252264147	81.97500600960001	81.58991842340001	61.986366304600004	81.8326562364	75.4662959732	42.8957171057	114.6025791156	57.2242695364	22.9769594486	76.5579449447	31.863556816699997	65.65027472199999	57.761648449300004	70.3329318223	105.619119413	74.4473097892	37.7419563086	150.9215659455	144.3172590464	36.0791274805	67.64812940590001	25.4287863067	51.3239601141	88.5031195365	60.1894015186	42.630293786799996	81.7312484723	59.648540139	85.3760946047	47.7427309555	62.432785899399995	120.7488538287	98.3301222513	60.0671029764	75.580920349	32.4055883359	47.6504944224
K00075	47.6511320151	59.8429894599	51.0887399729	93.8756633349	64.7389135695	61.965813190700004	73.155770578	148.8117111105	72.0029685752	77.0181436883	97.8653992248	88.341745408	155.06729757940002	55.1347696886	118.1769306338	105.8763770187	61.5192996732	102.90315987970001	104.66526890509999	39.1068402475	122.4809414661	171.5560158601	34.5646894578	55.964320485399995	63.873465359	63.0343035881	81.4495388005	106.50249207259999	95.2229546667	59.3382443833	108.9011531392	35.9478355754	48.738120067400004	87.1239861927	48.7820233426	73.50841051809999	117.8551680242	100.327494374	43.0869981202	108.7769240931
K00076	1.012240341	0.4171113422	0.9540144915	3.7509457666	10.3898830525	3.6086722721	0	2.7882918147	0.554215123	0.8142729325	1.2125743955	1.3206399275	75.6224186311	0	0.8347899454	1.3588718041	0	0.4139474333	0.130214681	0.2787523194	0.6086312891	2.0490441345	0.9266342985	1.0226756949	1.1971067729	0.8656784916	1.6887379881	5.4035491002	6.5799205579	0	0	0	0.1436454686	0.2549858125	1.3927716726	0	6.5853188442	2.678439927	1.2486164154	0.2007731235
K00077	33.5240303517	42.6737226557	34.078860537800004	64.8210970259	75.5744228882	71.5972214702	22.796361470199997	23.0332246951	74.1864391091	77.339224253	48.4499263328	17.1952896934	101.3345243557	27.9414692738	59.6027788815	65.7837815914	27.8823510155	31.285564557999997	97.4329368152	38.4278568516	6.8551317364	23.9587143909	43.7805603328	94.4105600024	70.6196024814	20.9086642465	77.1526472868	77.1292792983	25.9195438455	65.3697864949	72.2236447176	57.6373493993	59.5813255264	49.969660538999996	35.5624015124	52.753266547500004	41.460559420900005	38.8235328892	40.4848522885	80.223417087
K00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5668520065	0	0	0.1678045076	0	0	1.9899358766	0	0	0	0	0
K00087	2.1004084461	2.6473709135999997	2.0843714992	5.0084833654	14.2119979208	4.874432435399999	0.6925130411	4.2273817115	2.3107441372	1.4401842796	3.0085415850999997	4.1894211993	71.9123831709	0.9785886509	1.1981808537	2.3570254836	0.7491347817	1.7534801381	0.8608604486	2.0821441981	1.1086523356	3.0002909866999996	1.7805345694	2.1362320824000003	3.4475708038999997	2.5097018189	2.9234245674	6.9197787232	7.9603201895	1.2869086559	1.4396847717	1.3949984999	1.2946564698	1.2231094253	2.7854416205	1.1725053539	9.8775531609	4.4024098035	2.2877559833	0.4912469491
K00088	38.393334456000005	28.1909787759	42.0590131382	69.168522221	45.608665822	38.3744026659	42.3871654776	163.6428140201	63.1798432624	21.9836732543	78.2802753276	78.5124204844	180.2444815241	187.2482505547	60.8891902685	71.28782096489999	31.5048099535	38.8978032047	70.3205529345	42.918798769	144.9663871385	37.6647758833	82.1226602888	33.7008705399	126.8844197318	78.547874893	28.6878360876	75.46254392750001	65.5750836553	24.8640310033	107.7940837486	25.7041428823	42.3649550613	34.5760846072	83.7558194669	25.7850734821	114.9498908989	38.5978203731	47.8535649709	146.3552779281
K00090	1.4664409512	0.1845338561	1.5944588959	6.6095393428	16.8874995827	9.9675158105	0	4.0551068353	0.5111702904	0.8182385474	1.8333356345	1.0640263047	92.1472754174	0	1.009470155	1.9218070174	1.7288353481	0.8840985043	0	0.4923965435	1.2827954417	23.5633299035	1.157358012	2.5347422946	2.5008700343	1.4893821826	2.2525517608	8.5104133249	10.7141274585	0	0	0	2.2527795914	0.2707037636	2.0590891353	0	11.5501209407	6.4254185628	1.6454260307	0.6505876179000001
K00094	0.489340452	0.2252509167	1.0957816055	3.8646971189	2.1745692322999997	3.3079467625	0	3.8862466186	0.2366741367	0.4880077435	0.6495491353	0.758937677	10.0764819185	0.1198379912	1.0269396694	0.7569916633	0	0.4165230031	0	0.1381707925	0.9371053995	6.6037541847	0.4018964621	0.2678044907	2.1521814373	0.9726609092	0	5.8658066884	5.4878586622	0	0	0	0.0854419075	0.2949107211	1.3353079251	0	2.3330345874	2.7417326771	1.3430325334	0.1686574793
K00096	2.7118740119	6.6523457289	0.3234986542	1.2898549243	0.2900800135	2.7828330132000003	0.5762280104999999	0.7213606489	3.2055800304	0.6608849806	1.5149501137999999	4.212848509700001	0.1944669029	0.2739541336	0.3613531302	0.2278126058	2.1238565069	0.46127060789999996	0.761821754	1.9093506231	0	0	0.8479272151	1.2455571066000002	0.2421068407	3.3215401571	2.3788696691	0.3650043757	0	0	1.1114656144	1.18333384	0.4261176282	0.5883139113	0.3708536516	1.3697535213999998	0.10661276189999999	0.9876140167	2.5104636438	0
K00097	2.2645450545	5.9208078901	2.273565494	2.185862621	7.9878919951	12.2873259863	1.7040301764	4.3778074506	4.2936725509	1.767005668	12.971235230100001	5.4251523449	16.4317476799	0	1.2871832523	0.4382864086	9.6022140654	2.4259729246	1.7857335191	22.080186374100002	0	7.983898012399999	5.7944549593	5.5525608016	27.732595301299998	11.3169658714	13.8942496926	8.7630021924	1.4718551757	9.1560906819	0.5705550529	3.0129696331	12.6586466384	5.5166940168	1.6052026288999999	4.6877394487	3.0824461306999997	12.0225636239	12.2756986384	1.1979801886
K00098	0.2391910002	0	0.5457880383	3.4790111846	1.8596279375	0.36822887540000004	0	0	0.2092006384	0.5189281841	0.2684330515	0	9.5653674246	0	0.6517042581	0.2012387684	0	0	0.1369244975	0.1954107426	0.5333278142	1.6574069857	0.0947316538	0	0	0.0733264761	0	6.6800552785	1.1181855247	0	0	0	0	0.342604097	0.6038014286	0	0.2753655341	0.4655238462	0	0.170376525
K00099	55.872258863700004	52.6493902903	76.4679937056	70.790849881	106.5150957739	73.9175364352	90.891433949	99.0328876896	100.84117136559999	67.87292536620001	85.32031707109999	64.460781623	136.715481429	104.5538542647	103.3476276731	98.5640280943	91.2628968599	84.1625460013	86.2417434771	55.0440516938	167.30678273	140.3932589629	76.1441976074	78.2995407093	64.053286713	80.22869163120001	98.1784623779	119.3178653705	46.6209709339	65.0558426937	54.623304336000004	44.2361661572	61.7881400617	108.6788083505	91.0301883404	90.9619900987	105.4754441937	99.9341542106	63.284583325	128.3138846586
K00100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4512578073	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2055327781	1.6030961657	0	0	0	0	0	0	0	0	0	0
K00101	1.5142986782999999	0.332457174	1.7995690824000001	7.3939879111	18.5619048977	12.4268271994	0	4.435741502	0.7091138721	1.2312841097	2.8307693603	1.3590026994	93.9176195087	0	1.1957291541000001	1.9099529025	1.5084769594	1.2664129802	0.0902463552	0.6978553234	1.1863600838	21.9337756764	1.5145569685	2.4261846481	2.542681184	1.4291625757	2.0791373166	9.1708458753	11.3605938692	0	0	0	2.1926659819000003	0.6058971897	2.3514893387	0.2436448381	13.4105999746	7.1640885665	1.9480352658	0.49068792660000005
K00102	0	0	0	0	0	0	0	0	0	0	0	0.1028577652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00104	29.0212182998	11.3319544719	11.632365524899999	15.6878198369	24.4040051185	15.0499409647	36.3169498481	53.6712083687	22.8393556327	41.5963998721	8.7787558882	16.184574547	18.9129894342	58.9930876449	62.7028188151	22.8594672642	19.2091036591	15.1824777483	32.2509247718	30.216686632800002	52.883736066699996	19.8334415103	36.062640948900004	14.7218983224	14.2523257391	19.6751078874	10.0680693055	27.437507324600002	62.9274165063	32.0041581203	42.7141530952	19.3986891992	14.7361403207	20.9391279751	38.091237173799996	42.572957185	77.7221184575	8.1490440127	9.1569424235	45.6650362264
K00105	0	0	0	0.0894078005	0	0.0380641711	0.137238185	0	0.2830780646	0	0.1647978438	0	0	0.1775106424	0.3666324351	0.2823898809	0	0.2290525577	0	0.6965254586	1.1576757432	0	0	0.1210067729	3.6797503751	0.2551236046	0	0.0454906334	0.9483048051	0	0	0.472190376	0	0	0.108164565	0	1.0356325331	0	0	0.8167000273
K00108	1.0705449608	0.1664617388	1.2934721410999999	5.2725676846	13.8041478827	8.4179721128	0	3.5142483115	0.3341485336	0.9818959236	1.0859489481	1.281395462	75.739528878	0	0.6329645004	1.1692458011	0.964186457	0.673860726	0.2355279182	0.4241819895	1.1543962571	18.2238843524	1.1675013879	2.0296555669	1.1153731345	1.0847271321	1.4150735411	6.1599341177	6.6077368272	0	0	0	1.6070450805	0.4099642024	1.311176085	0.2041122732	9.6739625117	5.1373953096000005	1.5660595617	0.3177359774
K00111	6.0366254329	4.2088502792	3.2083525134	11.5537647195	32.8005574004	20.0245387071	0.3778952432	7.2189029476	6.3006421406	10.2416541226	6.3506033741	3.4288520143	146.3570572008	0.7091877323	5.3128785085	5.0940602679	5.1961857909	2.2912055377	7.7822191369	25.441006821899997	1.9320595222999999	26.8933276725	2.9426908874	5.8067214191	12.2887694645	11.1201544433	4.5988790979	14.8528730827	23.7985546385	3.8451565382	1.3790621402999999	3.0043303719	10.602770595399999	7.4473978453	3.5099815908	15.1167295044	22.8985406551	11.4123987258	7.6730332920999995	49.565518042
K00112	1.0962669667	0.149668569	1.7962204626	4.283802633800001	13.169800393700001	6.7085134086	0	3.1333561665	0.4631761851	0.8454886161	1.4815630593	0.8967587896	80.2413048639	0.0589326022	0.7716564369	1.2155473693	0.916768359	0.6342412407	0.3143826997	0.1885888297	0.9219346537	15.8182836499	1.4090130631	1.3330926691	2.1927711073	0.8392086493	1.8008915665	5.7151586414	7.7315184158	0	0	0	1.2919595724	0.3906837077	1.3273525095	0.1196972755	9.880659733	4.9839750393	1.4667122035	0.19428644620000002
K00113	1.0822864645	0.5748007114	1.0035606317999999	5.7811609748	13.0095848807	7.4726759426	0	3.4658154573999997	0.2279294589	0.7035909199	1.4153846802	1.1919035365	70.5136702238	0	0.87911849	1.3301457714	0.9209265317	0.6762399409	0.0902463552	0.2957014082	0.949088067	15.7795837609	0.9174450268	1.6363878836999999	1.8100442327	1.0439100553	1.3086334875	5.3144267728	7.3366667479	0	0	0	1.8631865199000002	1.0250891198	1.9595744489	0.1508277569	8.6483783267	5.439543952199999	1.261750935	0.3919003657
K00116	0.9449899934	0.1572535749	1.322392023	5.0642427942	13.4955770478	9.0998841405	0	2.5679750546	0.3259009182	1.0323570458	1.3801046715	1.0545519595	74.75750969340001	0.0459866045	1.0096489023	1.53416126	1.0178228255	0.8723569108	0.1076140021	0.3455561129	0.990270126	14.5693998041	1.0848879309	2.255401263	2.3457414899	1.011406085	1.4122066282	5.4455247059000005	6.7922319074	0	0	0	1.5537862915999998	0.5443839292	1.4236492962	0.0887741476	8.5063467983	5.3872419639	1.3139972282	0.3564508368
K00117	1.1932522778	0.1730556736	1.3563084008	5.0885194762	15.1737520097	4.7741156252	0.0440278388	3.8360911056	0.4296184513	1.2518123681	1.8559901252	0.9616654558	83.588211883	0.1067144051	0.9376323974	1.53758503	0	0.6571553979	0.1557891077	0.4727635075	1.1027539762	11.0751798618	1.0255345329	1.0547728453	2.8341866509	1.3919798485	2.0065087963	7.0538494563	8.8353575988	0	0	0	0.254953774	0.563197923	2.1452960356	0.1455907539	10.7845198878	4.3559783449	1.6461047076	0.2246455088
K00121	1.1208624674	0.1441916234	1.2492076247000001	5.0786196298	14.4470697021	10.2013206372	0	3.7746367048	0.549202211	0.9655385149	1.8388098856000001	1.4059318465	79.9784750605	0.0458689739	1.2205839039	1.5901841413	1.4849777414999998	0.7065751012	0	0.5386504237	0.9310760394	14.538402516000001	1.0072085738	1.6096452827	2.9527631128	1.4193437971	2.2805749952	6.5783539545	8.667489525399999	0	0	0.2917415976	1.5216209806	0.4106041049	1.9358755834	0.0629002332	9.919713922	5.6149757162	1.5607958241000002	0.56872718
K00123	0.40962691889999997	0.46227397670000003	0.6022884739000001	0.43343712710000004	1.4518504355	0.32782761429999996	0.7823423164000001	0.8234296754	1.1434229399	1.000984274	0.2675893939	0.5890864671	5.3333724818	2.6621024675	0.9283360155	0.2561476267	0.3647935514	0.261381708	0.2897511386	0.7349128315	0.9815839794000001	0.124395711	1.3263986754	0.2387623282	7.347680362899999	2.1129104749	0.1299930074	0.9692002221	0.2605503339	0.4287746437	0.6956202299	0.1515268586	0.4733578988	0.1663602724	1.158613992	0.5959399704	0.7160135947	0.3167012295	0.2311414396	0.3101457689
K00124	1.5037041501000001	0.648225653	1.8626240179	5.655646226899999	20.014734892499998	14.0856058555	0.2294062837	5.1368141540000005	1.4096916457	2.222743655	1.9991944695	1.6074531328	95.1260027374	1.6185774077	2.162358723	1.9206025537999998	2.351003462	1.8395190847	0.5237399835	0.5146768098	1.9237186334	24.3808039388	2.6216443661	3.9352363526	6.673887035	1.8509170125	2.1999496623	9.6527109539	11.899162721000001	0.1912327591	0.2596861093	0.2046224717	2.2796607746	0.8585589726999999	2.6819732392	0.9343069681	11.4489858102	7.9973448973	2.0576982468	0.9218159311
K00126	0	0	0	0	0	0	0	0	0	0	0	0	0.1201246819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00127	1.6217678381	0.6540469586	2.1660936313	6.5337952254	18.3892965519	4.2836390225	1.0157020586	5.7915550443	1.2249999359000001	1.9909283385	1.5142000377	2.0608723583	89.6393804516	1.5163985046000001	1.897053438	1.6831761966999998	0.2083577912	1.2766253752999999	0.1136853139	1.1600798023	1.1919045569	12.4713250935	2.9414343880000002	1.1846647247	9.2324332944	2.3158266117	3.0792224394	9.9380935199	9.7886019058	0.45171342989999996	0.2560265672	0.1820652905	0.7361182475	1.2530995591	3.0044932362	1.0326060561000001	15.5286841567	4.3490981317	2.7201346439	0.6319952671
K00128	3.0201476111	8.5009630415	0.9730609256	9.908312314	0.7813724116	3.8107565358	1.016089497	1.6793688724	2.1589257247	1.5715890261	3.8571646983	18.5673627495	1.7543275082	2.8568363586000003	13.4420564448	10.018366993999999	2.9157992028	12.9702624216	1.2334646464	7.9528225669	1.5337928376	0.3906950412	21.6249746436	3.7105152068000002	7.136062386	7.516550105	2.5145612365	1.5111555544	0.6455908482	0.8601538977000001	13.3355764845	1.4469206927	2.4687771433	0.9387562524	23.6374252634	10.756671048000001	12.2848891712	1.4570921176	6.5801101679	0.6996309327
K00130	0.8879995992	0.2250162558	1.6516113665999999	6.029217195299999	15.174800925	8.3891699314	0.053985672	4.0875434192	0.3786964944	0.8219465771	1.3526178369	0.8779142793	89.624448894	0.1640618048	0.9136175252	1.2436778813	1.2508176402	0.5418834528	0.1521957847	0.5306008894	1.1293035198	19.6661193522	1.1191787014	2.5259589162	1.0853494982	1.0758685147	2.0694381244	7.4792400607	7.6509028522	0	0	0	1.5925924130000002	0.6159268322	1.2594721383	0	11.1916327635	5.7125941034	1.634463348	0.4545089775
K00131	0	0	0	0	0	0	0	0	0	0	0	0.4402949103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1218856384	0	0	0	0	0	0	0	2.2512998143	0	0.0825162104	0	0.0263966421	0
K00132	0	0.091594023	0.5901697959	0	0	0.288681337	0	0	1.18243193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0652902959	0	0.7320264112	0	0	0	0	0	0
K00133	26.8978100982	42.3550923022	43.5385716141	52.3016150511	86.1799198495	77.0856521887	25.6934608598	79.3328054267	69.51930223560001	28.0401995643	98.26766489740001	80.1390579138	203.7773719838	175.3616958922	23.147101209	13.5706475856	65.0645097637	22.3309133296	65.6260362592	35.495360458099995	125.3476451739	34.6141030929	28.3151191566	41.0174564158	79.6774022915	99.369977788	56.610920564	93.54296778	55.6406376048	34.4370609552	60.973346212100004	24.9655943583	75.0624280579	74.9689194456	60.394219769799996	32.6858227469	59.5535906937	73.8624337533	85.3108805339	13.665537392
K00134	23.0732491809	39.887175894	32.1696374434	48.527130964	64.3103311184	56.1024280707	18.9761302457	86.50986963620001	71.7483139168	17.701483646	77.9618612022	65.7491576635	192.703512614	113.1228244045	56.6450710794	41.8313308334	47.812024156	26.145926275599997	43.9314536116	37.6867349045	96.50643562650001	29.4700381649	38.743363484	36.1187304966	59.2171931716	73.8937206082	48.6485853204	72.927742088	46.9468661779	29.9174983127	54.33592477090001	23.708477414	52.4717553498	45.861242760399996	52.831209827100004	32.6773179167	79.2529861498	56.9584691706	62.330449570700004	69.0093343936
K00135	1.4513619243	0.2664772117	1.7770036109	5.1161185328	15.6503019614	8.1685036484	0.0402949176	3.7579411963	0.3552387763	0.8723681744	1.7219865539	0.9921449685	78.18456577020001	0	1.2531631777	1.9136258888	1.2731719888	0.7588452506	0.0930033318	0.6307529216000001	1.1863774663	20.7589483066	0.9464055532000001	2.1643872941	2.6857442955	1.4218630419	1.7057204914	7.9578822326	9.5882740854	0	0	0	2.3607929538	0.586826964	2.164046849	0	10.5620749284	6.341113173	1.6509509276999998	0.9197610057
K00137	0.8276083588	0.206331885	1.0000772386	3.7008276318	10.3598823876	4.9192323157	0	2.7164690475	0.3619203834	0.8438886586	1.7337353096	0.940962417	74.1219074134	0	0.7086882511	1.3833009952	0	0.5723082794	0.0947526108	0.3573815703	0.775046238	6.2794822352	1.1518932142	0.8518113683	2.1731710159	0.8626204807	1.3582828112	4.6063230547	5.8034354523	0	0	0	0.1891417775	0.3813962946	1.6802275898	0.1136936504	6.4844723249	3.2268275037	1.0246694939	0.0922708358
K00138	1.1598583831	0.2990679499	1.4217400089	5.9080061977	15.2973107952	6.9602849944	0	4.3143554423	0.417670257	0.651058873	1.6010243654	0.7443296462	90.61538593280001	0.0501936082	1.4447626052	1.2187154941	0.0226614199	0.7742306023	0.1642984518	0.2394032638	1.5076486666	12.86257754	1.0856305472	1.4607867975	2.8024124563	1.5837463789	2.3012345834	8.1175914178	7.271996881	0	0	0	0.137075866	0.3974293257	2.2279468632	0.2000408424	11.4268205603	4.9090326857	1.3205915163	0.2342924599
K00140	0	0	0	0	0	0.550190322	0	0	0	0	0	0.1205006066	0.7505574659	0	0	0	0.1829420111	0.2072476525	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5370840029	0	0.2321120852	0	0	0	0.0706804936	0	0.2212389287
K00145	63.9321846584	74.9595620042	63.2300831358	88.2070173126	85.6108983494	70.837443717	91.315518417	156.3974996152	106.6752877153	51.122570115900004	102.63780420810001	111.9533184409	225.3623542777	133.8593665365	94.1082595341	78.2224233124	68.6874113807	98.672398402	107.5760298853	77.0229847178	164.7257995626	145.8570918296	73.6492616924	73.0286244786	100.5422513905	119.81354978019999	89.4450879812	125.1997848176	87.1116925099	65.3574595181	84.1646394397	39.4730459817	85.1516984813	107.4662178803	72.2349626777	76.72721991750001	100.1057477417	127.4251073445	93.75826374	135.3963984435
K00146	0.6305424139	0.2051341971	1.1103586822	3.5323437917	10.9215779006	3.895655872	0	2.186970304	0.2343967394	0.2713329898	1.6569818801	0.6523622773	63.8555021256	0	0.8605874881	1.0259155394	0	0.6543341534	0.218759379	0.2098232405	0.5141520935	1.570733556	0.574931085	0.3094321317	1.5622485329	0.6613711638	1.9243177651	0	5.8740914927	0	0	0	0.1222285171	0.3991663542	1.2594846877	0	7.0296563334	2.1653290958	1.1394125408	0.125881127
K00147	39.4623070337	47.9004224312	58.7364381655	85.3839209433	91.4304478048	83.7354278563	72.2087929952	97.1772101609	90.0926482545	76.6450899789	90.3189975347	74.0699087557	189.3533298102	120.8216527772	91.0399421397	98.5023859604	63.965082692500005	88.7959660006	100.25366223900001	41.7847742341	147.7083538358	143.69357403109998	47.4533217701	58.8213369741	101.1614863697	56.0186490263	100.5937548712	96.84908388779999	52.1308558481	70.490272474	90.7022527995	47.6389055043	51.031864547	93.8716422298	64.6426834303	78.4320748481	90.7332232655	98.429696614	43.0175678102	128.5277071815
K00150	0	5.5076142512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00151	0	0	0	0	0	0.3300848095	0	0	0	0	0	0	0.8419074129999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00154	0	0	0	0	0	0	0	0	0	0	0	0.0850907318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00156	11.7980410757	4.7270859568	2.8712995679	6.7377693845	20.133238493	13.049856863199999	12.1441836239	6.637187558600001	4.4407894934	2.1783840491	13.938988823099999	8.756072062	91.74431299240001	0.23952730430000002	2.3496861946	2.4538463747	7.556111452000001	2.9833311371	1.4273490983000001	17.9328516178	0.9823603332	8.7537340238	24.9135645098	3.8456765576	16.174312392	9.806639608800001	13.1818841942	14.7938199032	9.6196791319	6.5332102871	1.0529515065	3.23861348	8.338843456800001	5.7311790942	3.1589759645	4.8922319137	12.084294401800001	12.1932090896	10.2289840464	1.8424535204999999
K00158	0.0995232539	0	0.0542353151	0.1668568792	0.2022796317	0.2237667919	0.3352264533	0.7641493329	0.267622153	0	0.9469400732	0.3061767103	0.0902227174	0.8357767053	4.5111856282	0.4335184173	0.114690136	0.5197113842	0.4376104323	0.2424060911	2.0848009645	0.9369816433	0.1395480688	0.4037642383	2.8446022806	0.2069365998	0.1409895496	0.3412115228	0.9302811094	0	0	0.6467858149	0	0	1.3944386914	0	1.1911682408	0.0926374333	0.0435455295	1.5742268661
K00161	0.4533778703	0	0.2639225576	0.390636205	0.1999446907	0.44047046110000004	0.2282279363	0.9571387403	0.2926503929	0	0.6720067604	0.6558701214	0.6634385704	7.3643519226	3.3500843646	0.5037897237	0.41655596269999995	2.0548491424	2.0403926693	2.0663989091	1.8038484088	2.8628994616	0.1887562323	0.9288227682	16.5853063959	0.5192369838	0.9910192936	0.3794319812	2.5791797396000002	4.0512067496	0	1.0229004119	0	0.1293112109	6.1887913908	0.2497208044	2.002763313	0.32461685889999997	0.1017377106	4.3243529551
K00162	0	0	0.1725967717	0	0	0.0378809848	0	0	0	0	0.2496090092	0	0	0	0.0886816818	0	0	0	0	0.4608804289	0	0	0	0	0.2024023535	0	0	0.1282542706	0.535960215	0	0.0918192915	0	0	0	0	0	0	0.2139041357	0	0.0887164871
K00163	1.0973176414	0.1680448739	1.4978949681	5.5817790109	14.4107850144	8.2124503134	0.0349576883	3.1521593397	0.5561136424	0.9929479311	1.7958945031	0.9243330825	78.0134387711	0.0516578031	1.1347063005	1.8840963026	0.9367140152	0.9448387431	0	0.2989323723	1.0300696119	14.7900782755	1.3351397564	1.8284178568	2.3613768859	1.21513779	1.9317408616	6.8400614182	8.5191607169	0	0	0	1.4343822097	0.6171197387	1.6057169449	0	9.4461135626	5.3500156887	1.4085204063	0.5723826998
K00164	1.1727677747	0.2167575661	1.0872245473	5.3149657	13.5770067588	6.4975299031	0	2.8007455216	0.3630624078	0.8117617251	1.8861252691	0.8375946094	74.2707568446	0	1.0489728547	1.3038471944	0.7924161764	0.7291981275	0.1772271054	0.3159022839	0.9452295699	12.6734157876	1.0269643785	1.2145418616	2.2300828121	1.0640732086	1.7613269165	6.0002739895	7.8197556867	0	0	0	1.1947122969	0.4462011437	1.9882577537	0.1173889731	8.6769165285	4.6282620673	1.5526267256000001	0.3489398991
