"","Variable","Feature","N1","N2","Mean1","Mean2","Beta","SE","P","FDR","FC","FC_lower","FC_upper"
"K03544","Group","K03544",20,20,0.759201950765,0.99784199216,-0.0517342580801258,0.0174754226010854,0.00526892232171151,0.992143520681656,0.964775878258697,0.942140360039452,0.9879552291241
"K02939","Group","K02939",20,20,1.151931409195,1.59958825204,-0.0772025314105123,0.0261315277452354,0.00535292587625385,0.992143520681656,0.947893886580233,0.914832594982225,0.982149985849202
"K20117","Group","K20117",20,20,0.179746706323,0.092327485181,0.0480727000262924,0.0163834196600447,0.00564347507412577,0.992143520681656,1.03388283417117,1.01112488542375,1.05715300869669
"K20118","Group","K20118",20,20,0.179746706323,0.092327485181,0.0480727000262924,0.0163834196600447,0.00564347507412577,0.992143520681656,1.03388283417117,1.01112488542375,1.05715300869669
"K03168","Group","K03168",20,20,0.40830625974,0.65799500375,-0.0654350381047198,0.0223082453068237,0.00565836753042981,0.992143520681656,0.95565710010394,0.927128233791192,0.985063834421809
"K20116","Group","K20116",20,20,0.1787726436055,0.0922867589895,0.0476847884480175,0.0163672525814348,0.00595883331752918,0.992143520681656,1.03360488131377,1.01087525360131,1.05684558690068
"K01866","Group","K01866",20,20,0.83776268236,1.097010113995,-0.0545810900661165,0.0188075364538284,0.00613763239428846,0.992143520681656,0.962873988613761,0.938582937188717,0.987793706037253
"K02986","Group","K02986",20,20,1.03554134843,1.306593804885,-0.0491490415182619,0.0171231107730043,0.00666533010790933,0.992143520681656,0.966506244362248,0.944281991130151,0.98925355896411
"K02036","Group","K02036",20,20,0.760211798095,1.10361857566,-0.0711795720142111,0.0248057527444682,0.00668011380219575,0.992143520681656,0.951859423338064,0.920315959826634,0.984484026516444
"K01770","Group","K01770",20,20,0.873430449835,1.156617495455,-0.0561012457798528,0.0195956122459327,0.00679398548705187,0.992143520681656,0.961859950670332,0.936591178084808,0.987810462399808
"K03525","Group","K03525",20,20,0.66709055434,0.99626574865,-0.0754711912908993,0.0263637425045719,0.00679856689064665,0.992143520681656,0.949032111776014,0.915642208325711,0.983639614898202
"K02871","Group","K02871",20,20,1.08324993901,1.39948730847,-0.0575814325300402,0.0202444327794742,0.0071291351777253,0.992143520681656,0.960873600680717,0.934806375881702,0.987667714198353
"K03106","Group","K03106",20,20,0.70198592588,1.044104315265,-0.0724694901470361,0.0254855969515199,0.0071431701962074,0.992143520681656,0.951008743215332,0.918644604405512,0.984513080830956
"K02834","Group","K02834",20,20,0.859880873045,1.238342710465,-0.072737859451185,0.0257982915136501,0.00759949946081427,0.992143520681656,0.95083185356727,0.918083634189893,0.984748208212992
"K03625","Group","K03625",20,20,0.577374677565,0.885915851375,-0.072799749715733,0.0258234540160526,0.00760634561122149,0.992143520681656,0.950791064647184,0.91801286731738,0.984739627075826
"K02954","Group","K02954",20,20,1.7141283632,2.3723036106,-0.0842058519487988,0.0300720895801196,0.00798601070512586,0.992143520681656,0.943303645353455,0.905541617687414,0.982640388864245
"K01962","Group","K01962",20,20,0.311334750001,0.55367356148,-0.0673998891897343,0.0241452616170209,0.00816567584158902,0.992143520681656,0.954356446984626,0.923558593273754,0.98618131489915
"K01940","Group","K01940",20,20,0.77948084864,0.9914167163,-0.0464871114665695,0.0166535891937487,0.00816601824200858,0.992143520681656,0.968291200245029,0.946629543855259,0.990448538774232
"K06969","Group","K06969",20,20,0.56456185159,0.418428517465,0.0575678859452719,0.0209110041433904,0.00900542117122499,0.992143520681656,1.0407098390034,1.01156029652449,1.07069936682935
"K01778","Group","K01778",20,20,0.680310084255,0.963234506525,-0.0623838889843917,0.0228094164552541,0.00942535278303812,0.992143520681656,0.957680353649384,0.928458708037942,0.987821700443925
"K02916","Group","K02916",20,20,1.434520319875,2.0222452198,-0.0888162535703032,0.0327947753011616,0.0100837739864648,0.992143520681656,0.940293953842439,0.899319706108093,0.983135044887338
"K00611","Group","K00611",20,20,0.31318591109,0.572274053985,-0.0736411927365079,0.0272285391073547,0.0101776983885626,0.992143520681656,0.950236683284486,0.915727891665629,0.986045923114905
"K00756","Group","K00756",20,20,0.328369823656,0.181638264403,0.0662590837979214,0.0245653672050292,0.0103662425680726,0.992143520681656,1.04699828839995,1.01263269042802,1.0825301476778
"K00658","Group","K00658",20,19,0.049024095429,0.029852415133,0.0186017181592528,0.00697054379173647,0.0111371898406061,0.992143520681656,1.01297721102743,1.00342963524081,1.02261563145348
"K09772","Group","K09772",20,20,0.435708472045,0.71315165212,-0.0704812472811322,0.0265502910720487,0.0115326413808521,0.992143520681656,0.952320274632228,0.918581849407496,0.987297872324148
"K19310","Group","K19310",20,20,0.48483431815,0.27287551377,0.0786099760613154,0.0299311254695964,0.0123717832339062,0.992143520681656,1.05600010347398,1.01392080426848,1.09982575941086
"K21573","Group","K21573",20,19,0.142137071878,0.0784762386605,0.0364503676144479,0.0138929577693673,0.0124549366829403,0.992143520681656,1.02558734659248,1.00641140070833,1.04512866681589
"K01955","Group","K01955",20,20,0.75515897966,0.957411075575,-0.0435252232352562,0.0165960537028951,0.0124868341580322,0.992143520681656,0.97028116780677,0.948649142943846,0.992406467241385
"K00858","Group","K00858",20,20,0.57353009932,0.78318486273,-0.0533465549124558,0.0204364372437425,0.0128712050848996,0.992143520681656,0.963698286537854,0.93730990144712,0.990829592264145
"K00145","Group","K00145",20,20,0.857518419465,1.100993740925,-0.0497424937367182,0.0190702653669483,0.0129344510861392,0.992143520681656,0.966108754037009,0.941400018273584,0.991466014987575
"K03438","Group","K03438",20,20,0.773019349335,1.163082072735,-0.0794150559684182,0.0305540589023613,0.0132317951036267,0.992143520681656,0.946441305752794,0.907958956665363,0.986554666000384
"K09747","Group","K09747",20,20,0.3404993227025,0.6314825495195,-0.0779989783666511,0.0300250699169355,0.013276552327564,0.992143520681656,0.947370741472303,0.909503997867781,0.986814047988667
"K00215","Group","K00215",20,20,0.57765836771,0.91714025225,-0.0773298151383325,0.0298116876469209,0.0134031063773908,0.992143520681656,0.947810261044774,0.910189770385631,0.986985703608985
"K00604","Group","K00604",20,20,0.76433288147,1.07023882557,-0.06527862941006,0.0252064630975729,0.013541859515538,0.992143520681656,0.955760712564045,0.9235850354669,0.989057319685934
"K00766","Group","K00766",20,20,0.619881441655,0.887746131955,-0.0620702988505316,0.0239857610596782,0.0136072856915896,0.992143520681656,0.957888541619432,0.927177594959025,0.98961672839641
"K01619","Group","K01619",20,20,0.81843686094,0.64817722265,0.058895502228203,0.0227676017706501,0.0136403083294141,0.992143520681656,1.04166797583091,1.00994099194064,1.07439165310704
"K01069","Group","K01069",20,20,0.42387355311,0.648799074395,-0.0561523126741783,0.0218694249988548,0.0142980643386961,0.992143520681656,0.961825904437593,0.933669340535347,0.990831582749365
"K02040","Group","K02040",20,20,0.168251175616,0.2753067205825,-0.0321672789549942,0.0125501673882937,0.014457185717149,0.992143520681656,0.977950074602597,0.961417116006998,0.99476734134642
"K02881","Group","K02881",20,20,1.224664953805,1.631267423265,-0.0669600237161799,0.026203230472718,0.0147313438946675,0.992143520681656,0.954647466527957,0.921260871730782,0.989243995173789
"K03527","Group","K03527",20,20,0.587362728665,0.809335781375,-0.0503948895446294,0.0197862168946963,0.0150379929301314,0.992143520681656,0.965671972322757,0.940059595656371,0.991982170533151
"K01881","Group","K01881",20,20,0.929410535145,1.16801953647,-0.0469136559374165,0.0185055555945993,0.0154786020893707,0.992143520681656,0.968004959427876,0.943971661612457,0.992650139386979
"K08681","Group","K08681",20,20,0.45132678176,0.77555720823,-0.0802477924637749,0.031777570728969,0.0158522307655286,0.992143520681656,0.945895168989445,0.905927917953644,0.987625674169094
"K02876","Group","K02876",20,20,1.00839926885,1.41583744143,-0.0711579208460715,0.0282946383677928,0.0162573321458034,0.992143520681656,0.951873708424294,0.915977831632179,0.989176293901028
"K20461","Group","K20461",19,19,0.211307389251,0.086269297848,0.0586924309967947,0.023355230503463,0.016330693455181,0.992143520681656,1.04152136278673,1.00899300950225,1.07509837920111
"K11381","Group","K11381",16,9,0.0457743105875,0.009227695771,0.026103414144923,0.0104025035437401,0.0164772783305627,0.992143520681656,1.01825818714084,1.00396884966026,1.0327509026104
"K01814","Group","K01814",20,20,0.716896808335,0.991444045795,-0.0590844689774809,0.0237181680158824,0.0172189999573682,0.992143520681656,0.959873059369696,0.929436316010427,0.991306530885978
"K00864","Group","K00864",20,20,0.27602942485,0.486831573457,-0.0584432764901983,0.023485990883279,0.0173303225440621,0.992143520681656,0.960299760901025,0.930142834527787,0.991434429804249
"K02004","Group","K02004",20,20,3.54195826295,4.824140811,-0.105658027107876,0.0425370904296314,0.0175202824504627,0.992143520681656,0.929380946322325,0.877194867356437,0.984671679612105
"K06183","Group","K06183",20,20,0.117159837307,0.224519982328,-0.0340177703943313,0.0137103646540493,0.0176358007236806,0.992143520681656,0.976696498430257,0.958672474274379,0.995059392696094
"K03790","Group","K03790",20,20,0.20182872001,0.4314004552585,-0.0681181554289826,0.0275980767297706,0.0181929685059652,0.992143520681656,0.953881425315815,0.918778889711226,0.9903250757628
"K02887","Group","K02887",20,20,1.123198660825,1.42398042344,-0.0535780195926525,0.0217111909915328,0.0182130765224312,0.992143520681656,0.963543684063739,0.935537926346177,0.992387807007603
"K00265","Group","K00265",20,20,0.2984668069,0.2472362334405,0.0327613664622818,0.0132757597632068,0.018213172338644,0.992143520681656,1.02296824843987,1.00468335288902,1.04158592287507
"K03816","Group","K03816",20,20,0.65980693616,0.8948720262,-0.053943540634058,0.021895853407011,0.0183937817185869,0.992143520681656,0.963299591675173,0.935066312968161,0.992385342571049
"K15581","Group","K15581",20,20,0.3449657499925,0.585661350623,-0.0649205335351833,0.0263556650053913,0.0184111559887477,0.992143520681656,0.955997974381906,0.922373112120126,0.990848621900504
"K04794","Group","K04794",20,20,0.3225159667095,0.174969911277,0.0657539449560062,0.0267260184011698,0.0185417312451952,0.992143520681656,1.04663176123451,1.00931111675549,1.0853323870505
"K02863","Group","K02863",20,20,1.046783734345,1.3512870921,-0.0573471205032079,0.0233139284789235,0.0185647271949953,0.992143520681656,0.961029671450116,0.931067442761493,0.991956100052472
"K02904","Group","K02904",20,20,1.10329652698,1.58952991316,-0.0796960361775722,0.0326101525519924,0.0192826862594658,0.992143520681656,0.946256994187484,0.905249929727232,0.989121644360175
"K00031","Group","K00031",20,20,0.339216350615,0.5539549398815,-0.0562401978231956,0.0230229662084601,0.019334079802984,0.992143520681656,0.961767314343416,0.932150486972964,0.992325144776946
"K02528","Group","K02528",20,20,0.832482537485,1.081901081585,-0.0534084363744292,0.021911183308714,0.0195794411224813,0.992143520681656,0.963656951551431,0.935393717622413,0.992774168543492
"K01990","Group","K01990",20,20,1.592748716295,2.07153109765,-0.0694175939053027,0.0285237198514608,0.0197582352361045,0.992143520681656,0.953022649106288,0.916798071950053,0.99067853379937
"K10194","Group","K10194",20,20,0.294274019738,0.159355151101,0.0614641424861579,0.0254142136940616,0.020484260491069,0.992143520681656,1.04352426117149,1.0081094524722,1.08018318941764
"K04083","Group","K04083",20,20,0.276133615176,0.4843387446145,-0.057760242142132,0.0239566395544909,0.0208498305698654,0.992143520681656,0.960754516062014,0.929988476075258,0.992538363517161
"K02965","Group","K02965",20,20,2.05801749495,2.45020566195,-0.0486611313626349,0.0201983702390855,0.0209424373038736,0.992143520681656,0.966833165817156,0.94066312995449,0.99373127398886
"K00954","Group","K00954",20,20,0.79821891439,1.060918569045,-0.0543505013882998,0.0226290739384139,0.0213103452522875,0.992143520681656,0.963027898884577,0.93387186166289,0.993094205000071
"K01515","Group","K01515",20,20,0.358605809219,0.57471408509,-0.0586427177173282,0.0244654639273051,0.0215554331109373,0.992143520681656,0.960167016197806,0.928777529034542,0.992617360104015
"K01091","Group","K01091",20,20,0.722555296515,0.913839435145,-0.0442182908353054,0.0185560856358455,0.02227901155481,0.992143520681656,0.96981515876087,0.945671996719951,0.994574699710497
"K01810","Group","K01810",20,20,0.90557140563,1.120136985015,-0.0415403927785824,0.0174460005568621,0.0223772449091418,0.992143520681656,0.971616979558201,0.94885888269722,0.994920922574157
"K01693","Group","K01693",20,20,0.551481754305,0.846761045005,-0.071667960330547,0.0301998971801265,0.0228001304365516,0.992143520681656,0.951537249676538,0.91328702431031,0.99138946839384
"K22227","Group","K22227",12,5,0.062088129768,0.0130815065725,0.0308897273683395,0.0130344740421306,0.0229758840266016,0.992143520681656,1.02164199035703,1.00370976613738,1.03989459072158
"K01198","Group","K01198",20,20,0.115495281273,0.0609321119175,0.0330631852550572,0.0139921876630903,0.0233492113665301,0.992143520681656,1.0231822807415,1.00391595599755,1.04281834885582
"K06896","Group","K06896",15,6,0.0390472133995,0.003508030404,0.0256462996075333,0.0109139920983973,0.0240769979301192,0.992143520681656,1.01793560553163,1.00295360800572,1.0331414022922
"K00991","Group","K00991",20,20,0.807081259205,1.11091959789,-0.0598060653566677,0.0255724185840373,0.0247121587975875,0.992143520681656,0.95939307731292,0.926634302187946,0.993309954771419
"K10536","Group","K10536",20,20,0.157650795799,0.3705851114985,-0.0689868309930269,0.0295587002091784,0.024990024710352,0.992143520681656,0.953307247094245,0.915783271350482,0.992368757754477
"K05340","Group","K05340",20,20,0.21388775945,0.1487168530035,0.0356261418856443,0.0153376178244088,0.0256430311245866,0.992143520681656,1.02500158589342,1.00386440338718,1.0465838289903
"K03621","Group","K03621",20,20,0.3008442940505,0.4837704140805,-0.0511170645978582,0.0220968738299062,0.0262128681790887,0.992143520681656,0.965188703391131,0.936644224365615,0.99460308292064
"K02358","Group","K02358",20,20,1.16262462487,1.39379421635,-0.0387950999776752,0.0167746977258711,0.0262493981110291,0.992143520681656,0.973467621929245,0.951533591004773,0.995907259505067
"K07350","Group","K07350",16,17,0.028693396984,0.0220298928195,0.0120829900054238,0.00523164333052721,0.0264395518686623,0.992143520681656,1.00841046132027,1.00126854868754,1.01560331624627
"K03402","Group","K03402",20,20,0.75847159067,1.017409181875,-0.0536186504912968,0.0232277932281649,0.0265139327957573,0.992143520681656,0.963516547979278,0.93358602784539,0.994406632640446
"K02907","Group","K02907",20,20,1.827180633785,2.540056306435,-0.0856703098824237,0.0371930115253521,0.0268213233975696,0.992143520681656,0.942346597902887,0.895913521668325,0.991186190521518
"K11072","Group","K11072",20,20,0.230316263555,0.4141433410885,-0.0524699044383122,0.0228815445176309,0.0274657964288931,0.992143520681656,0.964284053637881,0.934769306323512,0.994730710358281
"K22010","Group","K22010",20,20,0.23070733075,0.4372722017305,-0.0620262279272405,0.0270760168938405,0.0276112698127017,0.992143520681656,0.957917803297079,0.923321367481436,0.993810551982001
"K01815","Group","K01815",20,20,0.55077041136,0.4085357862635,0.0611521915647368,0.0267060471062908,0.0276744650939232,0.992143520681656,1.04329864650314,1.00612415191281,1.08184667242696
"K03088","Group","K03088",20,20,6.3333589219,5.1862633975,0.0934849823930162,0.0409802863789811,0.0282280357942399,0.992143520681656,1.06694438903665,1.00916608040926,1.12803070911293
"K04078","Group","K04078",20,20,0.984929601625,1.29026746575,-0.0569033272098428,0.0249660672207233,0.0283575335942915,0.992143520681656,0.961325343172847,0.929265776142667,0.994490961738066
"K02340","Group","K02340",20,20,0.43892601106,0.671090927845,-0.0574377602131908,0.0252245056516429,0.0284988935707926,0.992143520681656,0.960969295062897,0.928595509021652,0.994471734013254
"K03924","Group","K03924",20,20,0.749787432345,1.018258676965,-0.0562816745006443,0.0247275516597216,0.0285637767255086,0.992143520681656,0.961739664467225,0.929967577711012,0.994597235837136
"K19158","Group","K19158",20,20,0.073936029797,0.201559425615,-0.0408649108424659,0.0179547678934678,0.0285689775739409,0.992143520681656,0.97207200530429,0.948647323218461,0.996075106490022
"K00965","Group","K00965",20,20,0.52958668588,0.813304870445,-0.0655362072719201,0.0288281040174977,0.028743115312306,0.992143520681656,0.955590086881927,0.918887857643519,0.993758276977108
"K02372","Group","K02372",20,20,0.34170545197,0.55980010036,-0.0571531166001878,0.0252119769014665,0.0291706873724696,0.992143520681656,0.961158912931018,0.928794547945008,0.994651032298517
"K03060","Group","K03060",20,20,0.759553148215,1.17654749228,-0.0801912171657323,0.0354730666833925,0.0295930997250398,0.992143520681656,0.94593226300369,0.901426377669213,0.992635525604325
"K01709","Group","K01709",14,15,0.0642864216385,0.0195067457355,0.0289419127466789,0.0128040872326234,0.0296105313166595,0.992143520681656,1.02026357953278,1.00266933230929,1.03816656017952
"K01938","Group","K01938",20,20,0.704819498635,0.96937941353,-0.0570817954303566,0.0254193282248068,0.0306252852459703,0.992143520681656,0.961206430022707,0.928578846620197,0.994980452634513
"K04486","Group","K04486",20,20,0.258208368445,0.455832669605,-0.0584045358110604,0.0260361013330728,0.0307926663512127,0.992143520681656,0.96032554816955,0.926950821759961,0.994901926637443
"K03101","Group","K03101",20,20,0.62034555013,0.78217545648,-0.0411130267973693,0.0183296675144171,0.0308092459912583,0.992143520681656,0.971904841885517,0.948001222632713,0.996411185058652
"K03431","Group","K03431",20,20,0.522084180315,0.746317436005,-0.0548855114148158,0.0244808526264604,0.0308794924187154,0.992143520681656,0.962670835163639,0.931180025901361,0.995226606130861
"K12529","Group","K12529",15,18,0.0309352152035,0.0170311293155,0.015395394074386,0.00686980735636829,0.0309466644726434,0.992143520681656,1.01072841511592,1.00133906604955,1.02020580616416
"K07773","Group","K07773",15,16,0.0262104851465,0.024019569496,0.0103516748917462,0.00463847141567606,0.0316096956949232,0.992143520681656,1.00720103793755,1.00087393489163,1.0135681382614
"K09974","Group","K09974",20,19,0.1293035665225,0.2702386398235,-0.0433460805590096,0.0194915744116188,0.0321786928189621,0.992143520681656,0.970401657274305,0.945042052923791,0.996441770530031
"K00147","Group","K00147",20,20,0.73855593869,0.94325741884,-0.0443594367786963,0.0199622894099332,0.0323010788441884,0.992143520681656,0.969720281620693,0.943774748115923,0.996379089887466
"K02906","Group","K02906",20,20,1.171652849465,1.448816196535,-0.0472372547004576,0.0213004098102978,0.0326314107863025,0.992143520681656,0.967787858744404,0.940183288309511,0.996202922535613
"K00930","Group","K00930",20,20,0.80849916121,0.678044053945,0.0476564887329867,0.0215525426922681,0.0331140077577002,0.992143520681656,1.03358460645604,1.00375940466741,1.06429601928049
"K09963","Group","K09963",18,19,0.107740061292,0.0470855398205,0.0356926017430555,0.0161699938001112,0.033402573125464,0.992143520681656,1.02504880517843,1.00277602851607,1.04781628511066
"K02835","Group","K02835",20,20,0.90370937628,1.11846974984,-0.0405232426504634,0.0184130846777595,0.033899778398541,0.992143520681656,0.972302244825701,0.948281378749277,0.996931582206099
"K03612","Group","K03612",20,20,0.303836924501,0.466573844075,-0.0458760669210185,0.0208684231270048,0.0340863993865318,0.992143520681656,0.968701400846137,0.94162323411061,0.996558251759364
"K02313","Group","K02313",20,20,0.75638761227,1.107845086655,-0.0681661249187709,0.031023185221006,0.0341697638508262,0.992143520681656,0.953849709365257,0.914483111584151,0.994910957382358
"K11070","Group","K11070",20,20,0.1921730108245,0.360176829739,-0.0494859725082334,0.0225767394100035,0.034584647720294,0.992143520681656,0.966280550176481,0.937092662653032,0.996377561004417
"K12528","Group","K12528",16,18,0.029569622664,0.0163790523525,0.0150556427309984,0.00688446809883867,0.0349755305890073,0.992143520681656,1.01049041893811,1.00108334138268,1.01998589383717
"K03665","Group","K03665",20,20,0.36828830487,0.55328668774,-0.0475027444964701,0.0217625153922371,0.0353006392366709,0.992143520681656,0.967609779417815,0.939420333202432,0.996645114155986
"K01883","Group","K01883",20,20,0.655096901395,0.571167773925,0.0358004174603146,0.0164338442663444,0.0356443883361788,0.992143520681656,1.02512541215266,1.00249155447603,1.04827028811273
"K05601","Group","K05601",20,20,0.321607018216,0.250453988864,0.037951164128635,0.0174280089999885,0.0357131943623634,0.992143520681656,1.02665479240862,1.00263205661949,1.0512531050816
"K01788","Group","K01788",20,20,0.48589424618,0.382842394955,0.0461500826507318,0.0212050665346571,0.0358113820431547,0.992143520681656,1.03250594083512,1.00318532719833,1.06268352313037
"K02371","Group","K02371",20,20,0.279011995567,0.19586703659,0.0416749550478864,0.0191672787977037,0.035979748354403,0.992143520681656,1.0293081500719,1.00285087291765,1.05646342483808
"K01928","Group","K01928",20,20,0.5512551712,0.487029806175,0.0331643867281179,0.0152837461972323,0.0363327899650179,0.992143520681656,1.02325405695405,1.00222625985363,1.04472304011057
"K16346","Group","K16346",16,18,0.02837190908,0.016483720991,0.0144731817360441,0.00667412520813092,0.0364435250055176,0.992143520681656,1.0100825347756,1.00096525457409,1.01928285961616
"K03177","Group","K03177",20,20,0.901096964665,1.178984192585,-0.0530372685992024,0.0245122217461055,0.0368400678863017,0.992143520681656,0.963904907225538,0.932333994884396,0.996544881202876
"K02434","Group","K02434",20,20,0.529959578845,0.8507103561,-0.0753361371067081,0.0348254503836101,0.0368777286306828,0.992143520681656,0.949120957133744,0.905261171149166,0.995105744043933
"K09690","Group","K09690",16,11,0.04688012347,0.016620039556,0.0230407993065585,0.0106981065721042,0.0376691414696405,0.992143520681656,1.01609887778675,1.001437587097,1.03097481335048
"K17758","Group","K17758",20,20,0.46947815697,0.64593540037,-0.0444191833617002,0.0206971028353989,0.0383091420946348,0.992143520681656,0.969680123255977,0.942794008333685,0.99733296258384
"K05364","Group","K05364",20,20,0.41870583784,0.753611265155,-0.0815409044640169,0.0381200591252479,0.0389179093652667,0.992143520681656,0.945047726973795,0.89735066846017,0.995280036722877
"K05970","Group","K05970",20,20,0.5296296360315,0.3614969972915,0.0688246757945552,0.0321827518965555,0.0389608622552906,0.992143520681656,1.04886185639043,1.00399110116624,1.09573799261057
"K05515","Group","K05515",20,20,0.38546320191,0.564694012327,-0.0499255591722478,0.0233772770795913,0.0392133555104551,0.992143520681656,0.965986171027973,0.935788871837637,0.997157917452971
"K01209","Group","K01209",20,20,0.1354916126435,0.078475046154,0.0335441956048679,0.0157680317203588,0.0399398311804331,0.992143520681656,1.02352347781221,1.00183078766605,1.04568588081964
"K11105","Group","K11105",20,20,0.1921110409945,0.363298042791,-0.0503577952458307,0.0237405471064405,0.0404892866502859,0.992143520681656,0.96569680181491,0.935046963469007,0.997351309046261
"K01056","Group","K01056",20,20,0.963311565135,1.189814032685,-0.0452335538905717,0.0213585062983231,0.0407896785278107,0.992143520681656,0.969132914001124,0.941415671016275,0.997666210491703
"K00764","Group","K00764",20,20,0.529102191655,0.43847692014,0.0421067497690626,0.0199104506114807,0.0410620340716403,0.992143520681656,1.02961626532219,1.00213874824932,1.05784718500103
"K02081","Group","K02081",20,20,0.134934251184,0.1003148902425,0.0258415069003197,0.0122500723062776,0.041545050251357,0.992143520681656,1.01807334905478,1.00127021164743,1.03515847370537
"K21557","Group","K21557",20,20,0.11748740156,0.076395879024,0.027488672873913,0.0130347768386046,0.0416023918516172,0.992143520681656,1.01923637616633,1.00134596422054,1.03744642473226
"K11991","Group","K11991",20,20,0.386653927495,0.556455465715,-0.0455969011318895,0.0216638917136634,0.0419821004258409,0.992143520681656,0.968888865590494,0.940788200627964,0.997828877146454
"K15725","Group","K15725",20,18,0.066243107877,0.0317490916895,0.0245728420358677,0.0116883232741296,0.0422042401774175,0.992143520681656,1.01717847791305,1.00115387386334,1.03345957393833
"K00761","Group","K00761",20,20,0.90611379505,1.24752381236,-0.0647949713689715,0.0308900525356291,0.0426459556006932,0.992143520681656,0.956081181433228,0.916788292328674,0.99705813560177
"K01232","Group","K01232",16,16,0.0598275108635,0.0251962543435,0.0251790461240311,0.0120039893347249,0.0426500164007494,0.992143520681656,1.01760597457746,1.00114519859861,1.03433739775734
"K01176","Group","K01176",20,20,0.204190304523,0.414639521688,-0.055895155863372,0.02665188475504,0.0426805059162395,0.992143520681656,0.961997362798725,0.927788037555262,0.997468051506947
"K07349","Group","K07349",16,18,0.030022547725,0.019764541802,0.0136931250506553,0.00652989976805929,0.0427032082475246,0.992143520681656,1.00953653673872,1.00062022732079,1.01853229745241
"K00819","Group","K00819",19,20,0.098818672726,0.065226113864,0.0242397191192169,0.0116101792858129,0.0435719834697572,0.992143520681656,1.0169436352509,1.00102899846707,1.03311128734633
"K06958","Group","K06958",20,20,0.49016882721,0.69889281045,-0.0494539542071466,0.0237166519550407,0.0438205080933902,0.992143520681656,0.966301995460503,0.935663323263943,0.997943943312556
"K09157","Group","K09157",20,20,0.564773318765,0.779345827565,-0.0520998562187563,0.0250299115180431,0.0441760278999638,0.992143520681656,0.964531422176808,0.932284067633533,0.997894200560458
"K05770","Group","K05770",20,20,0.0962362129005,0.061343211459,0.0248281030385911,0.0120267393668483,0.0458536326090746,0.992143520681656,1.01735846672721,1.00087075956345,1.03411778187325
"K14170","Group","K14170",20,20,0.45819049678,0.67901794769,-0.0556184217235612,0.0269511152094909,0.0459265525783348,0.992143520681656,0.962181908416037,0.927588855821072,0.998065057674334
"K03310","Group","K03310",20,20,0.90030040123,1.419132878525,-0.0896913803792013,0.0434654814660804,0.0459435017062107,0.992143520681656,0.939723752310314,0.885838911603891,0.996886362845903
"K15923","Group","K15923",20,20,0.421823267195,0.325125646012,0.046824924399161,0.0227109449089234,0.0461166741264427,0.992143520681656,1.03298902359629,1.00160347475457,1.06535804813564
"K01974","Group","K01974",12,13,0.014516910206,0.0152893691975,0.00882212295334894,0.004294377952688,0.0468673231776745,0.992143520681656,1.0061337646143,1.00028086258466,1.01202091348746
"K01179","Group","K01179",17,12,0.062887012236,0.015027231104,0.0299725102083357,0.0146864861789292,0.04825966007426,0.992143520681656,1.020992671046,1.00082310239319,1.04156871662632
"K06891","Group","K06891",16,18,0.040224274632,0.0430067932795,0.0092108899791105,0.00452742049876871,0.0489264966887517,0.992143520681656,1.0064049267984,1.00023371896979,1.01261420953426
"K02356","Group","K02356",20,20,0.825731525105,1.103110956835,-0.0519630261667351,0.0255480945030376,0.0489833079565435,0.992143520681656,0.964622905920563,0.931716345594641,0.99869166729362
"K03610","Group","K03610",20,20,0.169105207664,0.3654130609605,-0.057588324679739,0.0283542483589092,0.0492905628517791,0.992143520681656,0.960869010335086,0.924559036154603,0.99860497698704
"K11477","Group","K11477",14,17,0.02858861118,0.019464868248,0.0131458955765978,0.00648790121098221,0.0498042372752015,0.992143520681656,1.00915368147761,1.00029782674943,1.0180879390183
"K21903","Group","K21903",20,20,0.3007764932695,0.2149041481625,0.04352086670527,0.0215371310813523,0.0503948432169354,0.992143520681656,1.03062598086747,1.00090710992253,1.06122726265901
"K03630","Group","K03630",20,20,0.33553027695,0.524421196845,-0.0472206418138999,0.0233968263483498,0.0506648207116218,0.992143520681656,0.967799003055587,0.937520133716736,0.999055781983222
"K00974","Group","K00974",20,20,0.344327019621,0.53626833764,-0.0519828685848794,0.0257626478859498,0.050718036419421,0.992143520681656,0.964609638862118,0.931431992663046,0.998969074194462
"K03205","Group","K03205",20,20,0.86247615851,0.62818441693,0.079051279842401,0.0392157021127714,0.0509312939925208,0.992143520681656,1.05632317114049,1.00151810632876,1.1141272782162
"K06287","Group","K06287",20,20,0.53927318071,0.745022492895,-0.047723828594355,0.0236798926494197,0.0509786831757487,0.992143520681656,0.967461510560737,0.936832857753418,0.999091531290868
"K01992","Group","K01992",20,20,2.45720786985,3.11759442595,-0.0682419249286478,0.0338645432988324,0.0510038211275608,0.992143520681656,0.953799594880916,0.910911986122229,0.998706440418853
"K01551","Group","K01551",20,15,0.034305462258,0.0083800251395,0.0210683075257675,0.0104681481887005,0.0512817446769645,0.992143520681656,1.01471058911718,1.00038181472409,1.02924459892397
"K00784","Group","K00784",20,20,0.5237110262,0.705663826185,-0.0433449435908466,0.0215725636776918,0.0516511280625138,0.992143520681656,0.970402422034835,0.942374777689134,0.99926365071043
"K02892","Group","K02892",20,20,1.003027627935,1.316849226755,-0.0525026350716723,0.0263212339386078,0.0532861722003401,0.992143520681656,0.964262177032708,0.930390161707212,0.999367345361569
